arm_id,measure_id,week,n,mean,sd,se
quinlan2011a_5set,quinlan2011a_m06,15,17,54.4,4.27,
quinlan2011a_con,quinlan2011a_m01,0,20,25,3.52,
quinlan2011a_con,quinlan2011a_m01,15,20,23.8,3.87,
quinlan2011a_con,quinlan2011a_m02,0,20,6142,1311,
quinlan2011a_con,quinlan2011a_m02,15,20,6409,1316.6,
quinlan2011a_con,quinlan2011a_m03,0,20,245.3,52.59,
quinlan2011a_con,quinlan2011a_m03,15,20,242,55.35,
quinlan2011a_con,quinlan2011a_m04,0,20,43,6.52,
quinlan2011a_con,quinlan2011a_m04,15,20,44,6.74,
quinlan2011a_con,quinlan2011a_m05,0,20,19.1,6.23,
quinlan2011a_con,quinlan2011a_m05,15,20,18.2,6.35,
quinlan2011a_con,quinlan2011a_m06,0,20,55.4,4.5,
quinlan2011a_con,quinlan2011a_m06,15,20,54.6,4.36,
delacroix2018a_1set,delacroix2018a_m01,0,20,27.6,4.5,
delacroix2018a_1set,delacroix2018a_m01,11,20,26.4,4.77,
delacroix2018a_1set,delacroix2018a_m02,0,20,341.1,73.52,
delacroix2018a_1set,delacroix2018a_m02,11,20,383.2,75.57,
delacroix2018a_1set,delacroix2018a_m03,0,20,60.7,6.33,
delacroix2018a_1set,delacroix2018a_m03,11,20,58.5,6.57,
delacroix2018a_1set,delacroix2018a_m04,0,20,13.2,5.38,
delacroix2018a_1set,delacroix2018a_m04,11,20,11.3,5.55,
delacroix2018a_3set,delacroix2018a_m01,0,19,29,4.89,
delacroix2018a_3set,delacroix2018a_m01,11,19,29.6,4.76,
delacroix2018a_3set,delacroix2018a_m02,0,19,326.5,67.96,
delacroix2018a_3set,delacroix2018a_m02,11,19,373.6,71.96,
delacroix2018a_3set,delacroix2018a_m03,0,19,59.2,7.9,
delacroix2018a_3set,delacroix2018a_m03,11,19,58.8,7.94,
delacroix2018a_3set,delacroix2018a_m04,0,19,13.2,4.48,
delacroix2018a_3set,delacroix2018a_m04,11,19,12.5,4.38,
delacroix2018a_5set,delacroix2018a_m01,0,22,27.3,4.07,
delacroix2018a_5set,delacroix2018a_m01,11,22,27.7,4.12,
delacroix2018a_5set,delacroix2018a_m02,0,22,350.1,71.6,
delacroix2018a_5set,delacroix2018a_m02,11,22,374.9,73.88,
delacroix2018a_5set,delacroix2018a_m03,0,22,60.6,6.38,
delacroix2018a_5set,delacroix2018a_m03,11,22,59.1,6.41,
delacroix2018a_5set,delacroix2018a_m04,0,22,15.5,5.29,
delacroix2018a_5set,delacroix2018a_m04,11,22,13,5.45,
moreau2010a_fail,moreau2010a_m01,0,19,214.6,38.25,
moreau2010a_fail,moreau2010a_m01,10,19,254.6,40.43,
moreau2010a_fail,moreau2010a_m02,0,19,5029,1065.9,
moreau2010a_fail,moreau2010a_m02,10,19,5217,1168.4,
moreau2010a_rir3,moreau2010a_m01,0,19,211.6,42.49,
moreau2010a_rir3,moreau2010a_m01,10,19,260.5,42.49,
moreau2010a_rir3,moreau2010a_m02,0,19,5715,1383.4,
moreau2010a_rir3,moreau2010a_m02,10,19,6352,1356.2,
jansen2011a_fail,jansen2011a_m01,0,13,57.6,7.73,
jansen2011a_fail,jansen2011a_m01,7,13,57,7.64,
jansen2011a_fail,jansen2011a_m01,15,13,55.1,7.55,
jansen2011a_fail,jansen2011a_m02,0,13,359.2,73.86,
jansen2011a_fail,jansen2011a_m02,7,13,374.4,73.9,
jansen2011a_fail,jansen2011a_m02,15,13,381.7,73.94,
jansen2011a_rir3,jansen2011a_m01,0,14,56.2,7.47,
jansen2011a_rir3,jansen2011a_m01,7,14,56.4,7.41,
jansen2011a_rir3,jansen2011a_m01,15,14,56.8,7.35,
jansen2011a_rir3,jansen2011a_m02,0,14,314,64.11,
jansen2011a_rir3,jansen2011a_m02,7,14,330.3,62.58,
jansen2011a_rir3,jansen2011a_m02,15,14,350,61.05,
jansen2011a_con,jansen2011a_m01,0,14,55.9,7.14,
jansen2011a_con,jansen2011a_m01,7,14,56.1,7.3,
jansen2011a_con,jansen2011a_m01,15,14,56.4,7.45,
jansen2011a_con,jansen2011a_m02,0,14,305.3,62.96,
jansen2011a_con,jansen2011a_m02,7,14,299.9,65.47,
jansen2011a_con,jansen2011a_m02,15,14,304.5,67.98,
varga2015a_hl,varga2015a_m01,0,12,144.2,30.85,
varga2015a_hl,varga2015a_m01,9,12,162.1,29.52,
varga2015a_hl,varga2015a_m02,0,12,50.2,11.75,
varga2015a_hl,varga2015a_m02,9,12,59.6,12.49,
varga2015a_hl,varga2015a_m03,0,12,58.8,8.22,
varga2015a_hl,varga2015a_m03,9,12,59.9,8.17,
varga2015a_hl,varga2015a_m04,0,12,56.7,4.38,
varga2015a_hl,varga2015a_m04,9,12,56.3,4.24,
varga2015a_ll,varga2015a_m01,0,17,135.5,26.34,
varga2015a_ll,varga2015a_m01,9,17,146.2,25.05,
varga2015a_ll,varga2015a_m02,0,17,52.3,9.05,
varga2015a_ll,varga2015a_m02,9,17,59.4,8.69,
varga2015a_ll,varga2015a_m03,0,17,58.6,6.81,
varga2015a_ll,varga2015a_m03,9,17,61.3,7.23,
varga2015a_ll,varga2015a_m04,0,17,54.5,4.05,
varga2015a_ll,varga2015a_m04,9,17,55.5,4.29,
fairbanks2004a_f1,fairbanks2004a_m01,0,19,24.8,4.92,
fairbanks2004a_f1,fairbanks2004a_m01,15,19,25.3,5.18,
fairbanks2004a_f1,fairbanks2004a_m02,0,19,35.5,4.9,
fairbanks2004a_f1,fairbanks2004a_m02,15,19,35.4,4.8,
fairbanks2004a_f1,fairbanks2004a_m03,0,19,20.2,2.62,
fairbanks2004a_f1,fairbanks2004a_m03,15,19,20.7,2.54,
fairbanks2004a_f1,fairbanks2004a_m04,0,19,40.5,5.6,
fairbanks2004a_f1,fairbanks2004a_m04,15,19,40.4,6.15,
fairbanks2004a_f1,fairbanks2004a_m05,0,19,21.3,7.2,
fairbanks2004a_f1,fairbanks2004a_m05,15,19,19.4,7.44,
fairbanks2004a_f1,fairbanks2004a_m06,0,19,14.4,5.4,
fairbanks2004a_f1,fairbanks2004a_m06,15,19,14.7,5.22,
fairbanks2004a_f2,fairbanks2004a_m01,0,22,27.3,4.97,
fairbanks2004a_f2,fairbanks2004a_m01,15,22,27.7,4.81,
fairbanks2004a_f2,fairbanks2004a_m02,0,22,34.8,5.64,
fairbanks2004a_f2,fairbanks2004a_m02,15,22,36.6,6.07,
fairbanks2004a_f2,fairbanks2004a_m03,0,22,17.7,3.4,
fairbanks2004a_f2,fairbanks2004a_m03,15,22,17.7,3.44,
fairbanks2004a_f2,fairbanks2004a_m04,0,22,41.3,4.85,
fairbanks2004a_f2,fairbanks2004a_m04,15,22,40.3,4.91,
fairbanks2004a_f2,fairbanks2004a_m05,0,22,21.3,6.03,
fairbanks2004a_f2,fairbanks2004a_m05,15,22,19.1,5.8,
fairbanks2004a_f2,fairbanks2004a_m06,0,22,16.8,4.43,
fairbanks2004a_f2,fairbanks2004a_m06,15,22,18.4,4.72,
fairbanks2004a_f3,fairbanks2004a_m01,0,12,27.2,4.56,
fairbanks2004a_f3,fairbanks2004a_m01,15,12,29.1,4.34,
fairbanks2004a_f3,fairbanks2004a_m02,0,12,34.4,4.25,
fairbanks2004a_f3,fairbanks2004a_m02,15,12,35.7,4.06,
fairbanks2004a_f3,fairbanks2004a_m03,0,12,17.7,2.6,
fairbanks2004a_f3,fairbanks2004a_m03,15,12,18.5,2.69,
fairbanks2004a_f3,fairbanks2004a_m04,0,12,39.5,5.74,
fairbanks2004a_f3,fairbanks2004a_m04,15,12,40.5,5.62,
fairbanks2004a_f3,fairbanks2004a_m05,0,12,19.7,6.13,
fairbanks2004a_f3,fairbanks2004a_m05,15,12,18.8,5.91,
fairbanks2004a_f3,fairbanks2004a_m06,0,12,15.8,5.14,
fairbanks2004a_f3,fairbanks2004a_m06,15,12,17,5.39,
fairbanks2004a_con,fairbanks2004a_m01,0,17,26.1,4.8,
fairbanks2004a_con,fairbanks2004a_m01,15,17,26.1,5.11,
fairbanks2004a_con,fairbanks2004a_m02,0,17,34.8,5.52,
fairbanks2004a_con,fairbanks2004a_m02,15,17,33.6,5.67,
fairbanks2004a_con,fairbanks2004a_m03,0,17,18.5,2.75,
fairbanks2004a_con,fairbanks2004a_m03,15,17,17.8,2.86,
fairbanks2004a_con,fairbanks2004a_m04,0,17,40.7,5.63,
fairbanks2004a_con,fairbanks2004a_m04,15,17,40.9,5.98,
fairbanks2004a_con,fairbanks2004a_m05,0,17,17.6,8,
fairbanks2004a_con,fairbanks2004a_m05,15,17,16.8,8.6,
fairbanks2004a_con,fairbanks2004a_m06,0,17,18.3,4.42,
fairbanks2004a_con,fairbanks2004a_m06,15,17,18.6,4.32,
jansen2021a_fail,jansen2021a_m01,0,18,85.9,15.52,
jansen2021a_fail,jansen2021a_m01,7,18,95.3,15.89,
jansen2021a_fail,jansen2021a_m01,14,18,98.2,16.25,
jansen2021a_fail,jansen2021a_m02,0,18,41,7.98,
jansen2021a_fail,jansen2021a_m02,7,18,45.2,8.12,
jansen2021a_fail,jansen2021a_m02,14,18,47.5,8.26,
jansen2021a_rir3,jansen2021a_m01,0,13,83.5,15.99,
jansen2021a_rir3,jansen2021a_m01,7,13,88.4,16.41,
jansen2021a_rir3,jansen2021a_m01,14,13,93.7,16.84,
jansen2021a_rir3,jansen2021a_m02,0,13,40.7,8.25,
jansen2021a_rir3,jansen2021a_m02,7,13,42.2,8.07,
jansen2021a_rir3,jansen2021a_m02,14,13,48.5,7.88,
gallardo2024a_f1,gallardo2024a_m01,0,20,169.4,30.83,
gallardo2024a_f1,gallardo2024a_m01,15,20,201,29.46,
gallardo2024a_f1,gallardo2024a_m02,0,20,48.3,10.08,
gallardo2024a_f1,gallardo2024a_m02,15,20,56.1,10.43,
gallardo2024a_f1,gallardo2024a_m03,0,20,24.2,4.45,
gallardo2024a_f1,gallardo2024a_m03,15,20,25.7,4.36,
gallardo2024a_f1,gallardo2024a_m04,0,20,25.8,5.08,
gallardo2024a_f1,gallardo2024a_m04,15,20,30,5.33,
gallardo2024a_f3,gallardo2024a_m01,0,21,143.6,27.47,
gallardo2024a_f3,gallardo2024a_m01,15,21,174.4,28.91,
gallardo2024a_f3,gallardo2024a_m02,0,21,50.1,8.61,
gallardo2024a_f3,gallardo2024a_m02,15,21,59.3,8.19,
gallardo2024a_f3,gallardo2024a_m03,0,21,22.6,4.27,
gallardo2024a_f3,gallardo2024a_m03,15,21,23.6,4.63,
gallardo2024a_f3,gallardo2024a_m04,0,21,24.3,4.87,
gallardo2024a_f3,gallardo2024a_m04,15,21,29.7,5.17,
mwangi2026a_2set,mwangi2026a_m01,0,11,217.7,59.9,
mwangi2026a_2set,mwangi2026a_m01,9,11,252.6,60.09,
mwangi2026a_2set,mwangi2026a_m02,0,11,250,56,
mwangi2026a_2set,mwangi2026a_m02,9,11,264,57.9,
mwangi2026a_5set,mwangi2026a_m01,0,9,226.4,46.33,
mwangi2026a_5set,mwangi2026a_m01,9,9,252.1,49.16,
mwangi2026a_5set,mwangi2026a_m02,0,9,309,58.6,
mwangi2026a_5set,mwangi2026a_m02,9,9,348,62.5,
petrakis2016a_hl,petrakis2016a_m01,0,21,202.6,45.15,
petrakis2016a_hl,petrakis2016a_m01,10,21,254.4,46.85,
petrakis2016a_hl,petrakis2016a_m02,0,21,52.5,8.12,
petrakis2016a_hl,petrakis2016a_m02,10,21,53.6,8.77,
petrakis2016a_hl,petrakis2016a_m03,0,21,26.3,4.55,
petrakis2016a_hl,petrakis2016a_m03,10,21,27.5,4.42,
petrakis2016a_hl,petrakis2016a_m04,0,21,111.5,19.75,
petrakis2016a_hl,petrakis2016a_m04,10,21,135.6,19.66,
petrakis2016a_hl,petrakis2016a_m05,0,21,17,5.49,
petrakis2016a_hl,petrakis2016a_m05,10,21,20.1,5.46,
petrakis2016a_ml,petrakis2016a_m01,0,10,224.8,45.14,
petrakis2016a_ml,petrakis2016a_m01,10,10,270.4,43.42,
petrakis2016a_ml,petrakis2016a_m02,0,10,49.1,6.75,
petrakis2016a_ml,petrakis2016a_m02,10,10,52.4,6.64,
petrakis2016a_ml,petrakis2016a_m03,0,10,26.3,4.03,
petrakis2016a_ml,petrakis2016a_m03,10,10,27.1,3.99,
petrakis2016a_ml,petrakis2016a_m04,0,10,114,25.96,
petrakis2016a_ml,petrakis2016a_m04,10,10,139.1,24.81,
petrakis2016a_ml,petrakis2016a_m05,0,10,19,5.09,
petrakis2016a_ml,petrakis2016a_m05,10,10,19.1,5.16,
petrakis2016a_ll,petrakis2016a_m01,0,13,213.8,39.26,
petrakis2016a_ll,petrakis2016a_m01,10,13,241.9,40.6,
petrakis2016a_ll,petrakis2016a_m02,0,13,49.1,6.52,
petrakis2016a_ll,petrakis2016a_m02,10,13,51.1,6.35,
petrakis2016a_ll,petrakis2016a_m03,0,13,22.8,3.92,
petrakis2016a_ll,petrakis2016a_m03,10,13,24.4,4,
petrakis2016a_ll,petrakis2016a_m04,0,13,113,23.18,
petrakis2016a_ll,petrakis2016a_m04,10,13,123.9,22.73,
petrakis2016a_ll,petrakis2016a_m05,0,13,20,4.69,
petrakis2016a_ll,petrakis2016a_m05,10,13,24.1,4.88,
petrakis2016a_con,petrakis2016a_m01,0,19,221.2,39.88,
petrakis2016a_con,petrakis2016a_m01,10,19,227.9,42.13,
petrakis2016a_con,petrakis2016a_m02,0,19,52.4,6.88,
petrakis2016a_con,petrakis2016a_m02,10,19,55,6.84,
petrakis2016a_con,petrakis2016a_m03,0,19,26,4.12,
petrakis2016a_con,petrakis2016a_m03,10,19,26.7,4.34,
petrakis2016a_con,petrakis2016a_m04,0,19,111,23.1,
petrakis2016a_con,petrakis2016a_m04,10,19,111.4,23.49,
petrakis2016a_con,petrakis2016a_m05,0,19,15.9,5.64,
petrakis2016a_con,petrakis2016a_m05,10,19,17.3,6.03,
ekberg2013b_fail,ekberg2013b_m01,0,18,48,,2.43
ekberg2013b_fail,ekberg2013b_m01,10,18,61.2,,2.5
ekberg2013b_fail,ekberg2013b_m02,0,18,23.8,,0.93
ekberg2013b_fail,ekberg2013b_m02,10,18,25.6,,0.89
ekberg2013b_fail,ekberg2013b_m03,0,18,29.4,,0.79
ekberg2013b_fail,ekberg2013b_m03,10,18,32.6,,0.86
ekberg2013b_fail,ekberg2013b_m04,0,18,18.4,,0.77
ekberg2013b_fail,ekberg2013b_m04,10,18,20.1,,0.81
ekberg2013b_rir3,ekberg2013b_m01,0,17,47.4,,2.44
ekberg2013b_rir3,ekberg2013b_m01,10,17,58.5,,2.33
ekberg2013b_rir3,ekberg2013b_m02,0,17,23.7,,1.02
ekberg2013b_rir3,ekberg2013b_m02,10,17,26.4,,0.98
ekberg2013b_rir3,ekberg2013b_m03,0,17,27.9,,0.99
ekberg2013b_rir3,ekberg2013b_m03,10,17,28.8,,0.96
ekberg2013b_rir3,ekberg2013b_m04,0,17,17.1,,0.77
ekberg2013b_rir3,ekberg2013b_m04,10,17,18.6,,0.83
ekberg2013b_con,ekberg2013b_m01,0,9,52,,2.93
ekberg2013b_con,ekberg2013b_m01,10,9,52.2,,3.03
ekberg2013b_con,ekberg2013b_m02,0,9,25,,1.31
ekberg2013b_con,ekberg2013b_m02,10,9,25.9,,1.32
ekberg2013b_con,ekberg2013b_m03,0,9,26.9,,1.08
ekberg2013b_con,ekberg2013b_m03,10,9,27.9,,1.07
ekberg2013b_con,ekberg2013b_m04,0,9,18,,0.89
ekberg2013b_con,ekberg2013b_m04,10,9,17.9,,0.97
brennan2019a_hl,brennan2019a_m01,0,15,52.4,6.73,
brennan2019a_hl,brennan2019a_m01,15,15,56.3,7.28,
brennan2019a_hl,brennan2019a_m02,0,15,266.1,56.54,
brennan2019a_hl,brennan2019a_m02,15,15,321.4,59.84,
brennan2019a_hl,brennan2019a_m03,0,15,111.5,24.86,
brennan2019a_hl,brennan2019a_m03,15,15,132.3,27.25,
brennan2019a_hl,brennan2019a_m04,0,15,59.3,7.73,
brennan2019a_hl,brennan2019a_m04,15,15,61.4,8.41,
brennan2019a_hl,brennan2019a_m05,0,15,13,6.01,
brennan2019a_hl,brennan2019a_m05,15,15,13.8,6.49,
brennan2019a_ll,brennan2019a_m01,0,21,50.3,6.89,
brennan2019a_ll,brennan2019a_m01,15,21,54.5,7.2,
brennan2019a_ll,brennan2019a_m02,0,21,255.8,50.75,
brennan2019a_ll,brennan2019a_m02,15,21,278.7,55.51,
brennan2019a_ll,brennan2019a_m03,0,21,118,25.64,
brennan2019a_ll,brennan2019a_m03,15,21,129.9,24.85,
brennan2019a_ll,brennan2019a_m04,0,21,60.4,8.23,
brennan2019a_ll,brennan2019a_m04,15,21,61.3,7.83,
brennan2019a_ll,brennan2019a_m05,0,21,16.1,5.59,
brennan2019a_ll,brennan2019a_m05,15,21,14.9,5.57,
haugen2014a_hl,haugen2014a_m01,0,16,5147,1163.1,
haugen2014a_hl,haugen2014a_m01,4,16,5177,1177.8,
haugen2014a_hl,haugen2014a_m01,9,16,5148,1192.5,
haugen2014a_hl,haugen2014a_m02,0,16,183.7,30.7,
haugen2014a_hl,haugen2014a_m02,4,16,188.1,30.2,
haugen2014a_hl,haugen2014a_m02,9,16,198.3,29.7,
haugen2014a_ll,haugen2014a_m01,0,16,5237,1333.2,
haugen2014a_ll,haugen2014a_m01,4,16,5452,1357.5,
haugen2014a_ll,haugen2014a_m01,9,16,5480,1381.7,
haugen2014a_ll,haugen2014a_m02,0,16,174.7,31.36,
haugen2014a_ll,haugen2014a_m02,4,16,179.2,30.93,
haugen2014a_ll,haugen2014a_m02,9,16,186,30.51,
petrakis2018a_fail,petrakis2018a_m01,0,14,29.1,,1.43
petrakis2018a_fail,petrakis2018a_m01,11,14,31.6,,1.5
petrakis2018a_fail,petrakis2018a_m02,0,14,117.4,,5.45
petrakis2018a_fail,petrakis2018a_m02,11,14,131.1,,5.46
petrakis2018a_fail,petrakis2018a_m03,0,14,50.9,,1.78
petrakis2018a_fail,petrakis2018a_m03,11,14,50.4,,1.9
petrakis2018a_fail,petrakis2018a_m04,0,14,19.4,,1.74
petrakis2018a_fail,petrakis2018a_m04,11,14,20.5,,1.9
petrakis2018a_rir3,petrakis2018a_m01,0,18,32.4,,1.27
petrakis2018a_rir3,petrakis2018a_m01,11,18,34.1,,1.32
petrakis2018a_rir3,petrakis2018a_m02,0,18,114.3,,4.84
petrakis2018a_rir3,petrakis2018a_m02,11,18,127.9,,4.86
petrakis2018a_rir3,petrakis2018a_m03,0,18,51.8,,1.47
petrakis2018a_rir3,petrakis2018a_m03,11,18,53.7,,1.6
petrakis2018a_rir3,petrakis2018a_m04,0,18,17.5,,1.61
petrakis2018a_rir3,petrakis2018a_m04,11,18,16.2,,1.62
delacroix2014a_f1,delacroix2014a_m01,0,19,5550,1352.9,
delacroix2014a_f1,delacroix2014a_m01,10,19,6204,1356.7,
delacroix2014a_f1,delacroix2014a_m02,0,19,221.4,46.8,
delacroix2014a_f1,delacroix2014a_m02,10,19,277.8,50.22,
delacroix2014a_f1,delacroix2014a_m03,0,19,50.9,5.26,
delacroix2014a_f1,delacroix2014a_m03,10,19,55.6,5.02,
delacroix2014a_f3,delacroix2014a_m01,0,19,5493,1083,
delacroix2014a_f3,delacroix2014a_m01,10,19,6393,1126.6,
delacroix2014a_f3,delacroix2014a_m02,0,19,210.2,42.94,
delacroix2014a_f3,delacroix2014a_m02,10,19,266.8,45.14,
delacroix2014a_f3,delacroix2014a_m03,0,19,51.7,6,
delacroix2014a_f3,delacroix2014a_m03,10,19,51.4,6.26,
rahimi2020a_f1,rahimi2020a_m01,0,18,217.2,47.72,
rahimi2020a_f1,rahimi2020a_m01,15,18,254.7,49.46,
rahimi2020a_f1,rahimi2020a_m02,0,18,51,7.67,
rahimi2020a_f1,rahimi2020a_m02,15,18,54.4,7.5,
rahimi2020a_f1,rahimi2020a_m03,0,18,71,16.96,
rahimi2020a_f1,rahimi2020a_m03,15,18,78.4,17.46,
rahimi2020a_f1,rahimi2020a_m04,0,18,40.2,5.55,
rahimi2020a_f1,rahimi2020a_m04,15,18,42.8,5.34,
rahimi2020a_f3,rahimi2020a_m01,0,13,197.3,40.43,
rahimi2020a_f3,rahimi2020a_m01,15,13,228.4,40.66,
rahimi2020a_f3,rahimi2020a_m02,0,13,54.5,7.17,
rahimi2020a_f3,rahimi2020a_m02,15,13,56,6.86,
rahimi2020a_f3,rahimi2020a_m03,0,13,75.2,17.43,
rahimi2020a_f3,rahimi2020a_m03,15,13,86.5,18.89,
rahimi2020a_f3,rahimi2020a_m04,0,13,42.7,5.93,
rahimi2020a_f3,rahimi2020a_m04,15,13,45.3,6.28,
kaur2025a_2set,kaur2025a_m01,0,16,56.8,6.86,
kaur2025a_2set,kaur2025a_m01,6,16,56.7,7.04,
kaur2025a_2set,kaur2025a_m01,12,16,56,7.23,
kaur2025a_2set,kaur2025a_m02,0,16,346,57.53,
kaur2025a_2set,kaur2025a_m02,6,16,360.4,57.35,
kaur2025a_2set,kaur2025a_m02,12,16,390.1,57.18,
kaur2025a_2set,kaur2025a_m03,0,16,6882,1674.8,
kaur2025a_2set,kaur2025a_m03,6,16,7043,1743.6,
kaur2025a_2set,kaur2025a_m03,12,16,7207,1812.3,
kaur2025a_5set,kaur2025a_m01,0,12,56.1,8.74,
kaur2025a_5set,kaur2025a_m01,6,12,56.4,8.91,
kaur2025a_5set,kaur2025a_m01,12,12,55.2,9.08,
kaur2025a_5set,kaur2025a_m02,0,12,322,71.42,
kaur2025a_5set,kaur2025a_m02,6,12,345.7,73.26,
kaur2025a_5set,kaur2025a_m02,12,12,364.9,75.1,
kaur2025a_5set,kaur2025a_m03,0,12,7485,1283.3,
kaur2025a_5set,kaur2025a_m03,6,12,7484,1280.2,
kaur2025a_5set,kaur2025a_m03,12,12,7367,1277,
yilmaz2003a_2set,yilmaz2003a_m01,0,10,103.7,23.09,
yilmaz2003a_2set,yilmaz2003a_m01,10,10,124.2,22.55,
yilmaz2003a_2set,yilmaz2003a_m02,0,10,26.4,3.76,
yilmaz2003a_2set,yilmaz2003a_m02,10,10,27.2,3.63,
yilmaz2003a_2set,yilmaz2003a_m03,0,10,53.7,6.37,
yilmaz2003a_2set,yilmaz2003a_m03,10,10,56.8,6.71,
yilmaz2003a_2set,yilmaz2003a_m04,0,10,60.6,8.2,
yilmaz2003a_2set,yilmaz2003a_m04,10,10,63.4,8.35,
yilmaz2003a_2set,yilmaz2003a_m05,0,10,14.4,5.76,
yilmaz2003a_2set,yilmaz2003a_m05,10,10,14.5,6.21,
yilmaz2003a_5set,yilmaz2003a_m01,0,19,114,20.31,
yilmaz2003a_5set,yilmaz2003a_m01,10,19,133.3,19.3,
yilmaz2003a_5set,yilmaz2003a_m02,0,19,26.7,3.41,
yilmaz2003a_5set,yilmaz2003a_m02,10,19,29.4,3.63,
yilmaz2003a_5set,yilmaz2003a_m03,0,19,54,8.13,
yilmaz2003a_5set,yilmaz2003a_m03,10,19,56.8,7.91,
yilmaz2003a_5set,yilmaz2003a_m04,0,19,59.4,6.99,
yilmaz2003a_5set,yilmaz2003a_m04,10,19,61.5,6.86,
yilmaz2003a_5set,yilmaz2003a_m05,0,19,15.9,6,
yilmaz2003a_5set,yilmaz2003a_m05,10,19,16.2,6,
abernathy2011a_hl,abernathy2011a_m01,0,13,29.5,5.08,
abernathy2011a_hl,abernathy2011a_m01,5,13,29.6,5.21,
abernathy2011a_hl,abernathy2011a_m01,11,13,30.2,5.34,
abernathy2011a_hl,abernathy2011a_m02,0,13,278,57.42,
abernathy2011a_hl,abernathy2011a_m02,5,13,283.3,57.73,
abernathy2011a_hl,abernathy2011a_m02,11,13,289.6,58.04,
abernathy2011a_ml,abernathy2011a_m01,0,18,30.6,6.17,
abernathy2011a_ml,abernathy2011a_m01,5,18,31.6,6.25,
abernathy2011a_ml,abernathy2011a_m01,11,18,32.1,6.33,
abernathy2011a_ml,abernathy2011a_m02,0,18,256.9,51.62,
abernathy2011a_ml,abernathy2011a_m02,5,18,281.3,51.32,
abernathy2011a_ml,abernathy2011a_m02,11,18,289,51.03,
abernathy2011a_ll,abernathy2011a_m01,0,9,30.1,6.06,
abernathy2011a_ll,abernathy2011a_m01,5,9,31.6,6.3,
abernathy2011a_ll,abernathy2011a_m01,11,9,32.1,6.55,
abernathy2011a_ll,abernathy2011a_m02,0,9,259.9,47.75,
abernathy2011a_ll,abernathy2011a_m02,5,9,265.1,47.19,
abernathy2011a_ll,abernathy2011a_m02,11,9,278.6,46.62,
