arm_id,week,testing_week_type,training_week_type
delacroix2018a_5set,5,No Testing,Training
delacroix2018a_5set,6,No Testing,No Training
delacroix2018a_5set,7,No Testing,Training
delacroix2018a_5set,8,No Testing,Training
delacroix2018a_5set,9,No Testing,Training
delacroix2018a_5set,10,No Testing,Training
delacroix2018a_5set,11,Post-Intervention,No Training
moreau2010a_fail,0,Baseline,No Training
moreau2010a_fail,1,No Testing,Training
moreau2010a_fail,2,No Testing,Training
moreau2010a_fail,3,No Testing,Training
moreau2010a_fail,4,No Testing,Training
moreau2010a_fail,5,No Testing,Training
moreau2010a_fail,6,No Testing,Training
moreau2010a_fail,7,No Testing,Training
moreau2010a_fail,8,No Testing,Training
moreau2010a_fail,9,No Testing,Training
moreau2010a_fail,10,Post-Intervention,No Training
moreau2010a_rir3,0,Baseline,No Training
moreau2010a_rir3,1,No Testing,Training
moreau2010a_rir3,2,No Testing,Training
moreau2010a_rir3,3,No Testing,Training
moreau2010a_rir3,4,No Testing,Training
moreau2010a_rir3,5,No Testing,Training
moreau2010a_rir3,6,No Testing,Training
moreau2010a_rir3,7,No Testing,Training
moreau2010a_rir3,8,No Testing,Training
moreau2010a_rir3,9,No Testing,Training
moreau2010a_rir3,10,Post-Intervention,No Training
jansen2011a_fail,0,Baseline,No Training
jansen2011a_fail,1,No Testing,Training
jansen2011a_fail,2,No Testing,Training
jansen2011a_fail,3,No Testing,Training
jansen2011a_fail,4,No Testing,Training
jansen2011a_fail,5,No Testing,Training
jansen2011a_fail,6,No Testing,Training
jansen2011a_fail,7,Mid-Intervention,Training
jansen2011a_fail,8,No Testing,Training
jansen2011a_fail,9,No Testing,Training
jansen2011a_fail,10,No Testing,Training
jansen2011a_fail,11,No Testing,Training
jansen2011a_fail,12,No Testing,Training
jansen2011a_fail,13,No Testing,Training
jansen2011a_fail,14,No Testing,Training
jansen2011a_fail,15,Post-Intervention,No Training
jansen2011a_rir3,0,Baseline,No Training
jansen2011a_rir3,1,No Testing,Training
jansen2011a_rir3,2,No Testing,Training
jansen2011a_rir3,3,No Testing,Training
jansen2011a_rir3,4,No Testing,Training
jansen2011a_rir3,5,No Testing,Training
jansen2011a_rir3,6,No Testing,Training
jansen2011a_rir3,7,Mid-Intervention,Training
jansen2011a_rir3,8,No Testing,Training
jansen2011a_rir3,9,No Testing,Training
jansen2011a_rir3,10,No Testing,Training
jansen2011a_rir3,11,No Testing,Training
jansen2011a_rir3,12,No Testing,Training
jansen2011a_rir3,13,No Testing,Training
jansen2011a_rir3,14,No Testing,Training
jansen2011a_rir3,15,Post-Intervention,No Training
jansen2011a_con,0,Baseline,No Training
jansen2011a_con,1,No Testing,Non-Training Control
jansen2011a_con,2,No Testing,Non-Training Control
jansen2011a_con,3,No Testing,Non-Training Control
jansen2011a_con,4,No Testing,Non-Training Control
jansen2011a_con,5,No Testing,Non-Training Control
jansen2011a_con,6,No Testing,Non-Training Control
jansen2011a_con,7,Mid-Intervention,Non-Training Control
jansen2011a_con,8,No Testing,Non-Training Control
jansen2011a_con,9,No Testing,Non-Training Control
jansen2011a_con,10,No Testing,Non-Training Control
jansen2011a_con,11,No Testing,Non-Training Control
jansen2011a_con,12,No Testing,Non-Training Control
jansen2011a_con,13,No Testing,Non-Training Control
jansen2011a_con,14,No Testing,Non-Training Control
jansen2011a_con,15,Post-Intervention,No Training
varga2015a_hl,-1,Pre-Baseline,No Training
varga2015a_hl,0,Baseline,No Training
varga2015a_hl,1,No Testing,Training
varga2015a_hl,2,No Testing,Training
varga2015a_hl,3,No Testing,Training
varga2015a_hl,4,No Testing,Training
varga2015a_hl,5,No Testing,Training
varga2015a_hl,6,No Testing,Training
varga2015a_hl,7,No Testing,Training
varga2015a_hl,8,No Testing,Training
varga2015a_hl,9,Post-Intervention,No Training
varga2015a_ll,-1,Pre-Baseline,No Training
varga2015a_ll,0,Baseline,No Training
varga2015a_ll,1,No Testing,Training
varga2015a_ll,2,No Testing,Training
varga2015a_ll,3,No Testing,Training
varga2015a_ll,4,No Testing,Training
varga2015a_ll,5,No Testing,Training
varga2015a_ll,6,No Testing,Training
varga2015a_ll,7,No Testing,Training
varga2015a_ll,8,No Testing,Training
varga2015a_ll,9,Post-Intervention,No Training
fairbanks2004a_f1,0,Baseline,No Training
fairbanks2004a_f1,1,No Testing,Training
fairbanks2004a_f1,2,No Testing,Training
fairbanks2004a_f1,3,No Testing,Training
fairbanks2004a_f1,4,No Testing,Training
fairbanks2004a_f1,5,No Testing,Training
fairbanks2004a_f1,6,No Testing,Training
fairbanks2004a_f1,7,No Testing,Training
fairbanks2004a_f1,8,No Testing,No Training
fairbanks2004a_f1,9,No Testing,Training
fairbanks2004a_f1,10,No Testing,Training
fairbanks2004a_f1,11,No Testing,Training
fairbanks2004a_f1,12,No Testing,Training
fairbanks2004a_f1,13,No Testing,Reduced Training
fairbanks2004a_f1,14,No Testing,Training
fairbanks2004a_f1,15,Post-Intervention,No Training
fairbanks2004a_f2,0,Baseline,No Training
fairbanks2004a_f2,1,No Testing,Training
fairbanks2004a_f2,2,No Testing,Training
fairbanks2004a_f2,3,No Testing,Training
fairbanks2004a_f2,4,No Testing,Training
fairbanks2004a_f2,5,No Testing,Training
fairbanks2004a_f2,6,No Testing,Training
fairbanks2004a_f2,7,No Testing,Training
fairbanks2004a_f2,8,No Testing,No Training
fairbanks2004a_f2,9,No Testing,Training
fairbanks2004a_f2,10,No Testing,Training
fairbanks2004a_f2,11,No Testing,Training
fairbanks2004a_f2,12,No Testing,Training
fairbanks2004a_f2,13,No Testing,Reduced Training
fairbanks2004a_f2,14,No Testing,Training
fairbanks2004a_f2,15,Post-Intervention,No Training
fairbanks2004a_f3,0,Baseline,No Training
fairbanks2004a_f3,1,No Testing,Training
fairbanks2004a_f3,2,No Testing,Training
fairbanks2004a_f3,3,No Testing,Training
fairbanks2004a_f3,4,No Testing,Training
fairbanks2004a_f3,5,No Testing,Training
fairbanks2004a_f3,6,No Testing,Training
fairbanks2004a_f3,7,No Testing,Training
fairbanks2004a_f3,8,No Testing,No Training
fairbanks2004a_f3,9,No Testing,Training
fairbanks2004a_f3,10,No Testing,Training
fairbanks2004a_f3,11,No Testing,Training
fairbanks2004a_f3,12,No Testing,Training
fairbanks2004a_f3,13,No Testing,Reduced Training
fairbanks2004a_f3,14,No Testing,Training
fairbanks2004a_f3,15,Post-Intervention,No Training
fairbanks2004a_con,0,Baseline,No Training
fairbanks2004a_con,1,No Testing,Non-Training Control
fairbanks2004a_con,2,No Testing,Non-Training Control
fairbanks2004a_con,3,No Testing,Non-Training Control
fairbanks2004a_con,4,No Testing,Non-Training Control
fairbanks2004a_con,5,No Testing,Non-Training Control
fairbanks2004a_con,6,No Testing,Non-Training Control
fairbanks2004a_con,7,No Testing,Non-Training Control
fairbanks2004a_con,8,No Testing,Non-Training Control
fairbanks2004a_con,9,No Testing,Non-Training Control
fairbanks2004a_con,10,No Testing,Non-Training Control
fairbanks2004a_con,11,No Testing,Non-Training Control
fairbanks2004a_con,12,No Testing,Non-Training Control
fairbanks2004a_con,13,No Testing,Non-Training Control
fairbanks2004a_con,14,No Testing,Non-Training Control
fairbanks2004a_con,15,Post-Intervention,No Training
jansen2021a_fail,-1,Pre-Baseline,No Training
jansen2021a_fail,0,Baseline,No Training
jansen2021a_fail,1,No Testing,Training
jansen2021a_fail,2,No Testing,Training
jansen2021a_fail,3,No Testing,Training
jansen2021a_fail,4,No Testing,Training
jansen2021a_fail,5,No Testing,Training
jansen2021a_fail,6,No Testing,Training
jansen2021a_fail,7,Mid-Intervention,Training
jansen2021a_fail,8,No Testing,Training
jansen2021a_fail,9,No Testing,Training
jansen2021a_fail,10,No Testing,Training
jansen2021a_fail,11,No Testing,Training
jansen2021a_fail,12,No Testing,Training
jansen2021a_fail,13,No Testing,Training
jansen2021a_fail,14,Post-Intervention,No Training
jansen2021a_rir3,-1,Pre-Baseline,No Training
jansen2021a_rir3,0,Baseline,No Training
jansen2021a_rir3,1,No Testing,Training
jansen2021a_rir3,2,No Testing,Training
jansen2021a_rir3,3,No Testing,Training
jansen2021a_rir3,4,No Testing,Training
jansen2021a_rir3,5,No Testing,Training
jansen2021a_rir3,6,No Testing,Training
jansen2021a_rir3,7,Mid-Intervention,Training
jansen2021a_rir3,8,No Testing,Training
jansen2021a_rir3,9,No Testing,Training
jansen2021a_rir3,10,No Testing,Training
jansen2021a_rir3,11,No Testing,Training
jansen2021a_rir3,12,No Testing,Training
jansen2021a_rir3,13,No Testing,Training
jansen2021a_rir3,14,Post-Intervention,No Training
gallardo2024a_f1,0,Baseline,No Training
gallardo2024a_f1,1,No Testing,Training
gallardo2024a_f1,2,No Testing,Training
gallardo2024a_f1,3,No Testing,Training
gallardo2024a_f1,4,No Testing,Training
gallardo2024a_f1,5,No Testing,Training
gallardo2024a_f1,6,No Testing,Training
gallardo2024a_f1,7,No Testing,Training
gallardo2024a_f1,8,No Testing,Training
gallardo2024a_f1,9,No Testing,Training
gallardo2024a_f1,10,No Testing,Training
gallardo2024a_f1,11,No Testing,Training
gallardo2024a_f1,12,No Testing,Training
gallardo2024a_f1,13,No Testing,Training
gallardo2024a_f1,14,No Testing,Training
gallardo2024a_f1,15,Post-Intervention,No Training
gallardo2024a_f3,0,Baseline,No Training
gallardo2024a_f3,1,No Testing,Training
gallardo2024a_f3,2,No Testing,Training
gallardo2024a_f3,3,No Testing,Training
gallardo2024a_f3,4,No Testing,Training
gallardo2024a_f3,5,No Testing,Training
gallardo2024a_f3,6,No Testing,Training
gallardo2024a_f3,7,No Testing,Training
gallardo2024a_f3,8,No Testing,Training
gallardo2024a_f3,9,No Testing,Training
gallardo2024a_f3,10,No Testing,Training
gallardo2024a_f3,11,No Testing,Training
gallardo2024a_f3,12,No Testing,Training
gallardo2024a_f3,13,No Testing,Training
gallardo2024a_f3,14,No Testing,Training
gallardo2024a_f3,15,Post-Intervention,No Training
mwangi2026a_2set,-3,No Testing,Standardized Training
mwangi2026a_2set,-2,No Testing,Standardized Training
mwangi2026a_2set,-1,No Testing,Standardized Training
mwangi2026a_2set,0,Baseline,No Training
mwangi2026a_2set,1,No Testing,Training
mwangi2026a_2set,2,No Testing,Training
mwangi2026a_2set,3,No Testing,Training
mwangi2026a_2set,4,No Testing,Training
mwangi2026a_2set,5,No Testing,Training
mwangi2026a_2set,6,No Testing,Training
mwangi2026a_2set,7,No Testing,Training
mwangi2026a_2set,8,No Testing,Training
mwangi2026a_2set,9,Post-Intervention,No Training
mwangi2026a_5set,-3,No Testing,Standardized Training
mwangi2026a_5set,-2,No Testing,Standardized Training
mwangi2026a_5set,-1,No Testing,Standardized Training
mwangi2026a_5set,0,Baseline,No Training
mwangi2026a_5set,1,No Testing,Training
mwangi2026a_5set,2,No Testing,Training
mwangi2026a_5set,3,No Testing,Training
mwangi2026a_5set,4,No Testing,Training
mwangi2026a_5set,5,No Testing,Training
mwangi2026a_5set,6,No Testing,Training
mwangi2026a_5set,7,No Testing,Training
mwangi2026a_5set,8,No Testing,Training
mwangi2026a_5set,9,Post-Intervention,No Training
petrakis2016a_hl,0,Baseline,No Training
petrakis2016a_hl,1,No Testing,Training
petrakis2016a_hl,2,No Testing,Training
petrakis2016a_hl,3,No Testing,Training
petrakis2016a_hl,4,No Testing,Training
petrakis2016a_hl,5,No Testing,Training
petrakis2016a_hl,6,No Testing,No Training
petrakis2016a_hl,7,No Testing,Training
petrakis2016a_hl,8,No Testing,Training
petrakis2016a_hl,9,No Testing,Training
petrakis2016a_hl,10,Post-Intervention,No Training
petrakis2016a_ml,0,Baseline,No Training
petrakis2016a_ml,1,No Testing,Training
petrakis2016a_ml,2,No Testing,Training
petrakis2016a_ml,3,No Testing,Training
petrakis2016a_ml,4,No Testing,Training
petrakis2016a_ml,5,No Testing,Training
petrakis2016a_ml,6,No Testing,No Training
petrakis2016a_ml,7,No Testing,Training
petrakis2016a_ml,8,No Testing,Training
petrakis2016a_ml,9,No Testing,Training
petrakis2016a_ml,10,Post-Intervention,No Training
petrakis2016a_ll,0,Baseline,No Training
petrakis2016a_ll,1,No Testing,Training
petrakis2016a_ll,2,No Testing,Training
petrakis2016a_ll,3,No Testing,Training
petrakis2016a_ll,4,No Testing,Training
petrakis2016a_ll,5,No Testing,Training
petrakis2016a_ll,6,No Testing,No Training
petrakis2016a_ll,7,No Testing,Training
petrakis2016a_ll,8,No Testing,Training
petrakis2016a_ll,9,No Testing,Training
petrakis2016a_ll,10,Post-Intervention,No Training
petrakis2016a_con,0,Baseline,No Training
petrakis2016a_con,1,No Testing,Non-Training Control
petrakis2016a_con,2,No Testing,Non-Training Control
petrakis2016a_con,3,No Testing,Non-Training Control
petrakis2016a_con,4,No Testing,Non-Training Control
petrakis2016a_con,5,No Testing,Non-Training Control
petrakis2016a_con,6,No Testing,Non-Training Control
petrakis2016a_con,7,No Testing,Non-Training Control
petrakis2016a_con,8,No Testing,Non-Training Control
petrakis2016a_con,9,No Testing,Non-Training Control
petrakis2016a_con,10,Post-Intervention,No Training
ekberg2013b_fail,0,Baseline,No Training
ekberg2013b_fail,1,No Testing,Training
ekberg2013b_fail,2,No Testing,Training
ekberg2013b_fail,3,No Testing,Training
ekberg2013b_fail,4,No Testing,Training
ekberg2013b_fail,5,No Testing,Training
ekberg2013b_fail,6,No Testing,Training
ekberg2013b_fail,7,No Testing,Training
ekberg2013b_fail,8,No Testing,Training
ekberg2013b_fail,9,No Testing,Training
ekberg2013b_fail,10,Post-Intervention,No Training
ekberg2013b_rir3,0,Baseline,No Training
ekberg2013b_rir3,1,No Testing,Training
ekberg2013b_rir3,2,No Testing,Training
ekberg2013b_rir3,3,No Testing,Training
ekberg2013b_rir3,4,No Testing,Training
ekberg2013b_rir3,5,No Testing,Training
ekberg2013b_rir3,6,No Testing,Training
ekberg2013b_rir3,7,No Testing,Training
ekberg2013b_rir3,8,No Testing,Training
ekberg2013b_rir3,9,No Testing,Training
ekberg2013b_rir3,10,Post-Intervention,No Training
ekberg2013b_con,0,Baseline,No Training
ekberg2013b_con,1,No Testing,Non-Training Control
ekberg2013b_con,2,No Testing,Non-Training Control
ekberg2013b_con,3,No Testing,Non-Training Control
ekberg2013b_con,4,No Testing,Non-Training Control
ekberg2013b_con,5,No Testing,Non-Training Control
ekberg2013b_con,6,No Testing,Non-Training Control
ekberg2013b_con,7,No Testing,Non-Training Control
ekberg2013b_con,8,No Testing,Non-Training Control
ekberg2013b_con,9,No Testing,Non-Training Control
ekberg2013b_con,10,Post-Intervention,No Training
brennan2019a_hl,-1,Pre-Baseline,No Training
brennan2019a_hl,0,Baseline,No Training
brennan2019a_hl,1,No Testing,Training
brennan2019a_hl,2,No Testing,Training
brennan2019a_hl,3,No Testing,Training
brennan2019a_hl,4,No Testing,Training
brennan2019a_hl,5,No Testing,Training
brennan2019a_hl,6,No Testing,Training
brennan2019a_hl,7,No Testing,Training
brennan2019a_hl,8,No Testing,No Training
brennan2019a_hl,9,No Testing,Training
brennan2019a_hl,10,No Testing,Training
brennan2019a_hl,11,No Testing,Training
brennan2019a_hl,12,No Testing,Training
brennan2019a_hl,13,No Testing,Training
brennan2019a_hl,14,No Testing,Training
brennan2019a_hl,15,Post-Intervention,No Training
brennan2019a_ll,-1,Pre-Baseline,No Training
brennan2019a_ll,0,Baseline,No Training
brennan2019a_ll,1,No Testing,Training
brennan2019a_ll,2,No Testing,Training
brennan2019a_ll,3,No Testing,Training
brennan2019a_ll,4,No Testing,Training
brennan2019a_ll,5,No Testing,Training
brennan2019a_ll,6,No Testing,Training
brennan2019a_ll,7,No Testing,Training
brennan2019a_ll,8,No Testing,No Training
brennan2019a_ll,9,No Testing,Training
brennan2019a_ll,10,No Testing,Training
brennan2019a_ll,11,No Testing,Training
brennan2019a_ll,12,No Testing,Training
brennan2019a_ll,13,No Testing,Training
brennan2019a_ll,14,No Testing,Training
brennan2019a_ll,15,Post-Intervention,No Training
haugen2014a_hl,-1,Pre-Baseline,No Training
haugen2014a_hl,0,Baseline,No Training
haugen2014a_hl,1,No Testing,Training
haugen2014a_hl,2,No Testing,Training
haugen2014a_hl,3,No Testing,Training
haugen2014a_hl,4,Mid-Intervention,Training
haugen2014a_hl,5,No Testing,Training
haugen2014a_hl,6,No Testing,Training
haugen2014a_hl,7,No Testing,Training
haugen2014a_hl,8,No Testing,Training
haugen2014a_hl,9,Post-Intervention,No Training
haugen2014a_ll,-1,Pre-Baseline,No Training
haugen2014a_ll,0,Baseline,No Training
haugen2014a_ll,1,No Testing,Training
haugen2014a_ll,2,No Testing,Training
haugen2014a_ll,3,No Testing,Training
haugen2014a_ll,4,Mid-Intervention,Training
haugen2014a_ll,5,No Testing,Training
haugen2014a_ll,6,No Testing,Training
haugen2014a_ll,7,No Testing,Training
haugen2014a_ll,8,No Testing,Training
haugen2014a_ll,9,Post-Intervention,No Training
petrakis2018a_fail,0,Baseline,No Training
petrakis2018a_fail,1,No Testing,Training
petrakis2018a_fail,2,No Testing,Training
petrakis2018a_fail,3,No Testing,Training
petrakis2018a_fail,4,No Testing,Training
petrakis2018a_fail,5,No Testing,Training
petrakis2018a_fail,6,No Testing,Training
petrakis2018a_fail,7,No Testing,Training
petrakis2018a_fail,8,No Testing,Training
petrakis2018a_fail,9,No Testing,Training
petrakis2018a_fail,10,No Testing,Training
petrakis2018a_fail,11,Post-Intervention,No Training
petrakis2018a_rir3,0,Baseline,No Training
petrakis2018a_rir3,1,No Testing,Training
petrakis2018a_rir3,2,No Testing,Training
petrakis2018a_rir3,3,No Testing,Training
petrakis2018a_rir3,4,No Testing,Training
petrakis2018a_rir3,5,No Testing,Training
petrakis2018a_rir3,6,No Testing,Training
petrakis2018a_rir3,7,No Testing,Training
petrakis2018a_rir3,8,No Testing,Training
petrakis2018a_rir3,9,No Testing,Training
petrakis2018a_rir3,10,No Testing,Training
petrakis2018a_rir3,11,Post-Intervention,No Training
delacroix2014a_f1,0,Baseline,No Training
delacroix2014a_f1,1,No Testing,Training
delacroix2014a_f1,2,No Testing,Training
delacroix2014a_f1,3,No Testing,Training
delacroix2014a_f1,4,No Testing,Training
delacroix2014a_f1,5,No Testing,Training
delacroix2014a_f1,6,No Testing,Training
delacroix2014a_f1,7,No Testing,Training
delacroix2014a_f1,8,No Testing,Training
delacroix2014a_f1,9,No Testing,Training
delacroix2014a_f1,10,Post-Intervention,No Training
delacroix2014a_f3,0,Baseline,No Training
delacroix2014a_f3,1,No Testing,Training
delacroix2014a_f3,2,No Testing,Training
delacroix2014a_f3,3,No Testing,Training
delacroix2014a_f3,4,No Testing,Training
delacroix2014a_f3,5,No Testing,Training
delacroix2014a_f3,6,No Testing,Training
delacroix2014a_f3,7,No Testing,Training
delacroix2014a_f3,8,No Testing,Training
delacroix2014a_f3,9,No Testing,Training
delacroix2014a_f3,10,Post-Intervention,No Training
rahimi2020a_f1,-1,Pre-Baseline,No Training
rahimi2020a_f1,0,Baseline,No Training
rahimi2020a_f1,1,No Testing,Training
rahimi2020a_f1,2,No Testing,Training
rahimi2020a_f1,3,No Testing,Training
rahimi2020a_f1,4,No Testing,Training
rahimi2020a_f1,5,No Testing,Training
rahimi2020a_f1,6,No Testing,Training
rahimi2020a_f1,7,No Testing,Training
rahimi2020a_f1,8,No Testing,Training
rahimi2020a_f1,9,No Testing,Training
rahimi2020a_f1,10,No Testing,Training
rahimi2020a_f1,11,No Testing,Training
rahimi2020a_f1,12,No Testing,Training
rahimi2020a_f1,13,No Testing,Training
rahimi2020a_f1,14,No Testing,Training
rahimi2020a_f1,15,Post-Intervention,No Training
rahimi2020a_f3,-1,Pre-Baseline,No Training
rahimi2020a_f3,0,Baseline,No Training
rahimi2020a_f3,1,No Testing,Training
rahimi2020a_f3,2,No Testing,Training
rahimi2020a_f3,3,No Testing,Training
rahimi2020a_f3,4,No Testing,Training
rahimi2020a_f3,5,No Testing,Training
rahimi2020a_f3,6,No Testing,Training
rahimi2020a_f3,7,No Testing,Training
rahimi2020a_f3,8,No Testing,Training
rahimi2020a_f3,9,No Testing,Training
rahimi2020a_f3,10,No Testing,Training
rahimi2020a_f3,11,No Testing,Training
rahimi2020a_f3,12,No Testing,Training
rahimi2020a_f3,13,No Testing,Training
rahimi2020a_f3,14,No Testing,Training
rahimi2020a_f3,15,Post-Intervention,No Training
kaur2025a_2set,-1,Pre-Baseline,No Training
kaur2025a_2set,0,Baseline,No Training
kaur2025a_2set,1,No Testing,Training
kaur2025a_2set,2,No Testing,Training
kaur2025a_2set,3,No Testing,Training
kaur2025a_2set,4,No Testing,Training
kaur2025a_2set,5,No Testing,Training
kaur2025a_2set,6,Mid-Intervention,Training
kaur2025a_2set,7,No Testing,Training
kaur2025a_2set,8,No Testing,Training
kaur2025a_2set,9,No Testing,Training
kaur2025a_2set,10,No Testing,Training
kaur2025a_2set,11,No Testing,Training
kaur2025a_2set,12,Post-Intervention,No Training
kaur2025a_5set,-1,Pre-Baseline,No Training
kaur2025a_5set,0,Baseline,No Training
kaur2025a_5set,1,No Testing,Training
kaur2025a_5set,2,No Testing,Training
kaur2025a_5set,3,No Testing,Training
kaur2025a_5set,4,No Testing,Training
kaur2025a_5set,5,No Testing,Training
kaur2025a_5set,6,Mid-Intervention,Training
kaur2025a_5set,7,No Testing,Training
kaur2025a_5set,8,No Testing,Training
kaur2025a_5set,9,No Testing,Training
kaur2025a_5set,10,No Testing,Training
kaur2025a_5set,11,No Testing,Training
kaur2025a_5set,12,Post-Intervention,No Training
yilmaz2003a_2set,-1,Pre-Baseline,No Training
yilmaz2003a_2set,0,Baseline,No Training
yilmaz2003a_2set,1,No Testing,Training
yilmaz2003a_2set,2,No Testing,Training
yilmaz2003a_2set,3,No Testing,Training
yilmaz2003a_2set,4,No Testing,Training
yilmaz2003a_2set,5,No Testing,Training
yilmaz2003a_2set,6,No Testing,Training
yilmaz2003a_2set,7,No Testing,Training
yilmaz2003a_2set,8,No Testing,Training
yilmaz2003a_2set,9,No Testing,Training
yilmaz2003a_2set,10,Post-Intervention,No Training
yilmaz2003a_5set,-1,Pre-Baseline,No Training
yilmaz2003a_5set,0,Baseline,No Training
yilmaz2003a_5set,1,No Testing,Training
yilmaz2003a_5set,2,No Testing,Training
yilmaz2003a_5set,3,No Testing,Training
yilmaz2003a_5set,4,No Testing,Training
yilmaz2003a_5set,5,No Testing,Training
yilmaz2003a_5set,6,No Testing,Training
yilmaz2003a_5set,7,No Testing,Training
yilmaz2003a_5set,8,No Testing,Training
yilmaz2003a_5set,9,No Testing,Training
yilmaz2003a_5set,10,Post-Intervention,No Training
abernathy2011a_hl,0,Baseline,No Training
abernathy2011a_hl,1,No Testing,Training
abernathy2011a_hl,2,No Testing,Training
abernathy2011a_hl,3,No Testing,Training
abernathy2011a_hl,4,No Testing,Training
abernathy2011a_hl,5,Mid-Intervention,Training
abernathy2011a_hl,6,No Testing,Training
abernathy2011a_hl,7,No Testing,Training
abernathy2011a_hl,8,No Testing,Training
abernathy2011a_hl,9,No Testing,Training
abernathy2011a_hl,10,No Testing,Training
abernathy2011a_hl,11,Post-Intervention,No Training
abernathy2011a_ml,0,Baseline,No Training
abernathy2011a_ml,1,No Testing,Training
abernathy2011a_ml,2,No Testing,Training
abernathy2011a_ml,3,No Testing,Training
abernathy2011a_ml,4,No Testing,Training
abernathy2011a_ml,5,Mid-Intervention,Training
abernathy2011a_ml,6,No Testing,Training
abernathy2011a_ml,7,No Testing,Training
abernathy2011a_ml,8,No Testing,Training
abernathy2011a_ml,9,No Testing,Training
abernathy2011a_ml,10,No Testing,Training
abernathy2011a_ml,11,Post-Intervention,No Training
abernathy2011a_ll,0,Baseline,No Training
abernathy2011a_ll,1,No Testing,Training
abernathy2011a_ll,2,No Testing,Training
abernathy2011a_ll,3,No Testing,Training
abernathy2011a_ll,4,No Testing,Training
abernathy2011a_ll,5,Mid-Intervention,Training
abernathy2011a_ll,6,No Testing,Training
abernathy2011a_ll,7,No Testing,Training
abernathy2011a_ll,8,No Testing,Training
abernathy2011a_ll,9,No Testing,Training
abernathy2011a_ll,10,No Testing,Training
abernathy2011a_ll,11,Post-Intervention,No Training
